"LOCATION","Country","VARIABLE","Variable","SCENARIO","Scenario","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"KOR","Korea","TES","Total primary energy supply, terajoules","S0","Baseline","A","Annual","2050","2050",11046910,,
"KOR","Korea","TES","Total primary energy supply, terajoules","S0","Baseline","A","Annual","2060","2060",9915561,,
"KOR","Korea","YRGXQA","Cyclically adjusted current government receipts excluding interest, % of potential GDP","S0","Baseline","A","Annual","2020","2020",33.7250500477136,,
"KOR","Korea","YRGXQA","Cyclically adjusted current government receipts excluding interest, % of potential GDP","S0","Baseline","A","Annual","2023","2023",34.1949860989883,,
"KOR","Korea","YRGXQA","Cyclically adjusted current government receipts excluding interest, % of potential GDP","S0","Baseline","A","Annual","2030","2030",37.55851,,
"KOR","Korea","YRGXQA","Cyclically adjusted current government receipts excluding interest, % of potential GDP","S0","Baseline","A","Annual","2040","2040",40.71605,,
"KOR","Korea","YRGXQA","Cyclically adjusted current government receipts excluding interest, % of potential GDP","S0","Baseline","A","Annual","2050","2050",42.52333,,
"KOR","Korea","YRGXQA","Cyclically adjusted current government receipts excluding interest, % of potential GDP","S0","Baseline","A","Annual","2060","2060",43.07757,,
"KOR","Korea","CO2","Gross CO2 emissions, million tonnes","S1","Energy transition","A","Annual","2020","2020",597.634,,
"KOR","Korea","CO2","Gross CO2 emissions, million tonnes","S1","Energy transition","A","Annual","2023","2023",589.927831008178,,
"KOR","Korea","CO2","Gross CO2 emissions, million tonnes","S1","Energy transition","A","Annual","2030","2030",444.8538,,
"KOR","Korea","CO2","Gross CO2 emissions, million tonnes","S1","Energy transition","A","Annual","2040","2040",199.3548,,
"KOR","Korea","CO2","Gross CO2 emissions, million tonnes","S1","Energy transition","A","Annual","2050","2050",45.7734,,
"KOR","Korea","CO2","Gross CO2 emissions, million tonnes","S1","Energy transition","A","Annual","2060","2060",39.48224,,
"KOR","Korea","EFFLABS","Trend labour efficiency, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2020","2020",37459323.4316359,,
"KOR","Korea","EFFLABS","Trend labour efficiency, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2023","2023",38850957.057514,,
"KOR","Korea","EFFLABS","Trend labour efficiency, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2030","2030",42492390,,
"KOR","Korea","EFFLABS","Trend labour efficiency, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2040","2040",49480050,,
"KOR","Korea","EFFLABS","Trend labour efficiency, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2050","2050",57812180,,
"KOR","Korea","EFFLABS","Trend labour efficiency, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2060","2060",67370590,,
"KOR","Korea","ERS1574","Trend aggregate employment rate, % of trend working-age population","S1","Energy transition","A","Annual","2020","2020",65.1182373280306,,
"KOR","Korea","ERS1574","Trend aggregate employment rate, % of trend working-age population","S1","Energy transition","A","Annual","2023","2023",66.7012204052722,,
"KOR","Korea","ERS1574","Trend aggregate employment rate, % of trend working-age population","S1","Energy transition","A","Annual","2030","2030",69.3164102761658,,
"KOR","Korea","ERS1574","Trend aggregate employment rate, % of trend working-age population","S1","Energy transition","A","Annual","2040","2040",75.2157624700308,,
"KOR","Korea","ERS1574","Trend aggregate employment rate, % of trend working-age population","S1","Energy transition","A","Annual","2050","2050",80.2438734295548,,
"KOR","Korea","ERS1574","Trend aggregate employment rate, % of trend working-age population","S1","Energy transition","A","Annual","2060","2060",84.5360755275183,,
"KOR","Korea","ETPT","Potential employment, persons","S1","Energy transition","A","Annual","2020","2020",27291424.5673044,,
"KOR","Korea","ETPT","Potential employment, persons","S1","Energy transition","A","Annual","2023","2023",27898798.4683415,,
"KOR","Korea","ETPT","Potential employment, persons","S1","Energy transition","A","Annual","2030","2030",28527057.6145087,,
"KOR","Korea","ETPT","Potential employment, persons","S1","Energy transition","A","Annual","2040","2040",27480218.7038573,,
"KOR","Korea","ETPT","Potential employment, persons","S1","Energy transition","A","Annual","2050","2050",25073691.8153444,,
"KOR","Korea","ETPT","Potential employment, persons","S1","Energy transition","A","Annual","2060","2060",22368684.6035527,,
"KOR","Korea","EXCH","Exchange rate, USD per local currency","S1","Energy transition","A","Annual","2020","2020",0.000848248683093935,,
"KOR","Korea","EXCH","Exchange rate, USD per local currency","S1","Energy transition","A","Annual","2023","2023",0.00076479900734717,,
"KOR","Korea","EXCH","Exchange rate, USD per local currency","S1","Energy transition","A","Annual","2030","2030",0.000835098,,
"KOR","Korea","EXCH","Exchange rate, USD per local currency","S1","Energy transition","A","Annual","2040","2040",0.000955477,,
"KOR","Korea","EXCH","Exchange rate, USD per local currency","S1","Energy transition","A","Annual","2050","2050",0.00104502,,
"KOR","Korea","EXCH","Exchange rate, USD per local currency","S1","Energy transition","A","Annual","2060","2060",0.00111172,,
"KOR","Korea","GAP","Output gap, % of potential output","S1","Energy transition","A","Annual","2020","2020",-2.87569547696383,,
"KOR","Korea","GAP","Output gap, % of potential output","S1","Energy transition","A","Annual","2023","2023",-1.4259335068752,,
"KOR","Korea","GAP","Output gap, % of potential output","S1","Energy transition","A","Annual","2030","2030",-0.0747431,,
"KOR","Korea","GAP","Output gap, % of potential output","S1","Energy transition","A","Annual","2040","2040",-0.0000904159,,
"KOR","Korea","GAP","Output gap, % of potential output","S1","Energy transition","A","Annual","2050","2050",0,,
"KOR","Korea","GAP","Output gap, % of potential output","S1","Energy transition","A","Annual","2060","2060",0,,
"KOR","Korea","GDP","Gross domestic product, nominal, local currency","S1","Energy transition","A","Annual","2020","2020",1940726100000000,,
"KOR","Korea","GDP","Gross domestic product, nominal, local currency","S1","Energy transition","A","Annual","2023","2023",2233708291235950,,
"KOR","Korea","GDP","Gross domestic product, nominal, local currency","S1","Energy transition","A","Annual","2030","2030",3001983000000000,,
"KOR","Korea","GDP","Gross domestic product, nominal, local currency","S1","Energy transition","A","Annual","2040","2040",4158154000000000,,
"KOR","Korea","GDP","Gross domestic product, nominal, local currency","S1","Energy transition","A","Annual","2050","2050",5467782000000000,,
"KOR","Korea","GDP","Gross domestic product, nominal, local currency","S1","Energy transition","A","Annual","2060","2060",6991028000000000,,
"KOR","Korea","GDPV","Gross domestic product, volume, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2020","2020",1839523300000000,,
"KOR","Korea","GDPV","Gross domestic product, volume, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2023","2023",1995686410089610,,
"KOR","Korea","GDPV","Gross domestic product, volume, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2030","2030",2290963000000000,,
"KOR","Korea","GDPV","Gross domestic product, volume, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2040","2040",2604401000000000,,
"KOR","Korea","GDPV","Gross domestic product, volume, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2050","2050",2809422000000000,,
"KOR","Korea","GDPV","Gross domestic product, volume, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2060","2060",2946763000000000,,
"KOR","Korea","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2020","2020",2145248421487.57,,
"KOR","Korea","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2023","2023",2327365530531.16,,
"KOR","Korea","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2030","2030",2671728000000,,
"KOR","Korea","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2040","2040",3037261000000,,
"KOR","Korea","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2050","2050",3276357000000,,
"KOR","Korea","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2060","2060",3436524000000,,
"KOR","Korea","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2020","2020",41385.3002061805,,
"KOR","Korea","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2023","2023",45102.4195321561,,
"KOR","Korea","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2030","2030",52236.54,,
"KOR","Korea","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2040","2040",61643.52,,
"KOR","Korea","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2050","2050",71513.88,,
"KOR","Korea","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2060","2060",83863.44,,
"KOR","Korea","GDPVTR","Potential gross domestic product, volume, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2020","2020",1893988645822120,,
"KOR","Korea","GDPVTR","Potential gross domestic product, volume, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2023","2023",2024555221356120,,
"KOR","Korea","GDPVTR","Potential gross domestic product, volume, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2030","2030",2292676000000000,,
"KOR","Korea","GDPVTR","Potential gross domestic product, volume, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2040","2040",2604403000000000,,
"KOR","Korea","GDPVTR","Potential gross domestic product, volume, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2050","2050",2809422000000000,,
"KOR","Korea","GDPVTR","Potential gross domestic product, volume, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2060","2060",2946763000000000,,
"KOR","Korea","GDPVTRD","Potential gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2020","2020",2208775906378.15,,
"KOR","Korea","GDPVTRD","Potential gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2023","2023",2361043084354.09,,
"KOR","Korea","GDPVTRD","Potential gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2030","2030",2673727000000,,
"KOR","Korea","GDPVTRD","Potential gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2040","2040",3037264000000,,
"KOR","Korea","GDPVTRD","Potential gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2050","2050",3276357000000,,
"KOR","Korea","GDPVTRD","Potential gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2060","2060",3436524000000,,
"KOR","Korea","GDPVTRD_CAP","Potential gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2020","2020",42655.1433044025,,
"KOR","Korea","GDPVTRD_CAP","Potential gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2023","2023",45745.2935767178,,
"KOR","Korea","GDPVTRD_CAP","Potential gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2030","2030",52275.74,,
"KOR","Korea","GDPVTRD_CAP","Potential gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2040","2040",61643.61,,
"KOR","Korea","GDPVTRD_CAP","Potential gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2050","2050",71514.58,,
"KOR","Korea","GDPVTRD_CAP","Potential gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2060","2060",83862.17,,
"KOR","Korea","GGFLQ","Government gross financial liabilities, % of GDP","S1","Energy transition","A","Annual","2020","2020",50.0088083887775,,
"KOR","Korea","GGFLQ","Government gross financial liabilities, % of GDP","S1","Energy transition","A","Annual","2023","2023",58.3703676986242,,
"KOR","Korea","GGFLQ","Government gross financial liabilities, % of GDP","S1","Energy transition","A","Annual","2030","2030",75.09099,,
"KOR","Korea","GGFLQ","Government gross financial liabilities, % of GDP","S1","Energy transition","A","Annual","2040","2040",73.61556,,
"KOR","Korea","GGFLQ","Government gross financial liabilities, % of GDP","S1","Energy transition","A","Annual","2050","2050",72.56825,,
